Web link,Provider URN,Provider status,Provider type,Sector,Organisation name,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,Region,Inspection Number,Inspection date,Inspection type group,Overall Effectiveness,Outcomes in education and related learning activities,How well children and young people are helped and protected,The impact and effectiveness of leaders and managers
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1276706,1276706,Active,Children's Home,Private,Acorn Children's Homes (Branston) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10056516,03/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1277041,1277041,Active,Children's Home,Local Authority,Nottingham City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10055343,22/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1277079,1277079,Active,Children's Home,Private,Inspire Social Care Services Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Calderdale,"North East, Yorkshire and The Humber",10055550,17/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1277304,1277304,Active,Children's Home,Private,South West Childcare Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Plymouth,South West,10055276,07/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1277497,1277497,Active,Children's Home,Private,Hopscotch Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10055844,14/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1277552,1277552,Active,Children's Home,Private,Keys Specialist Residential Children's Services Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Worcestershire,West Midlands,10056240,05/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1278020,1278020,Active,Children's Home,Private,Blue Elephant Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10056515,14/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1278022,1278022,Active,Children's Home,Private,Independent Living Services (North West) Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sefton,North West,10055085,16/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1278087,1278087,Active,Children's Home,Private,Acorn Homes (uk) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Greenwich,London,10056341,20/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/1278959,1278959,Active,Children's Home,Private,Aspire House Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Brent,London,10077624,13/11/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/2483691,2483691,Active,Children's Home,Private,Lioncare Ltd Operating As The Lioncare Group,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Brighton and Hove,South East,10078795,20/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/2483715,2483715,Active,Children's Home,Private,Hillcrest Children's Services Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Berkshire,South East,10068648,13/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/2484441,2484441,Active,Children's Home,Local Authority,Stoke on Trent City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stoke-on-Trent,West Midlands,10077701,12/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/2490938,2490938,Active,Children's Home,Local Authority,London Borough of Hillingdon,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hillingdon,London,10068442,04/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/2496864,2496864,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Northumberland,"North East, Yorkshire and The Humber",10078831,10/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC001452,SC001452,Active,Children's Home,Private,Five Rivers Child Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Leeds,"North East, Yorkshire and The Humber",10049382,08/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC001531,SC001531,Active,Children's Home,Voluntary,Catholic Care (Diocese of Leeds),REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Leeds,"North East, Yorkshire and The Humber",10049383,11/12/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC003792,SC003792,Active,Children's Home,Voluntary,Lifeworks Charity Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10049283,20/12/2018,Full inspection,Good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC003897,SC003897,Active,Children's Home,Private,One To One Crisis Intervention Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10049376,04/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC005045,SC005045,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10049288,07/12/2018,Full inspection,Good,,Outstanding,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC005553,SC005553,Active,Children's Home,Private,Dalepeak Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Oldham,North West,10049281,01/11/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC007284,SC007284,Active,Children's Home,Private,Horizon Residential Children's Home,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London Borough of Waltham Forest,London,10049290,12/12/2018,Full inspection,Outstanding,,Outstanding,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC007608,SC007608,Active,Children's Home,Private,Pear Tree Projects Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Durham,"North East, Yorkshire and The Humber",10049333,17/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008015,SC008015,Active,"Residential special school registered as a children's home
",Private,Hesley Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Doncaster,"North East, Yorkshire and The Humber",10049248,13/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008269,SC008269,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stoke-on-Trent,West Midlands,10049302,18/10/2018,Full inspection,Outstanding,,Outstanding,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008271,SC008271,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stoke-on-Trent,West Midlands,10049303,29/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008484,SC008484,Active,Children's Home,Private,Owned by an individual,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049234,24/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008485,SC008485,Active,Children's Home,Private,Choices Home For Children Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049245,14/11/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008485,SC008485,Active,Children's Home,Private,Choices Home For Children Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10085506,19/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008488,SC008488,Active,Children's Home,Private,Halliwell Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10020552,05/12/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008600,SC008600,Active,Children's Home,Private,New Horizons (stockport) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049267,04/10/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008607,SC008607,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049336,04/10/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC008810,SC008810,Active,Children's Home,Private,Pathway Care Solutions Ltd 04004053,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottinghamshire County Council,East Midlands,10049377,21/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC009648,SC009648,Active,Children's Home,Private,Horizon Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10051439,04/10/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC009653,SC009653,Active,Children's Home,Private,Quality Time Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10049279,15/11/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC010090,SC010090,Active,Children's Home,Private,Partners in Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10088235,13/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC013143,SC013143,Active,Children's Home,Voluntary,Barnardo's,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Oxfordshire,South East,10049304,09/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC013553,SC013553,Active,Children's Home,Private,Bramley Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Surrey,South East,10051434,23/11/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC013598,SC013598,Active,Children's Home,Voluntary,Cherry Trees Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Surrey,South East,10049220,09/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC013613,SC013613,Active,Children's Home,Private,Cornerways Children's Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Surrey,South East,10049262,18/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC014848,SC014848,Active,Children's Home,Private,Cornerways Children's Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Sussex,South East,10054504,19/12/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC015264,SC015264,Active,"Residential special school registered as a children's home
",Voluntary,The Chartwell Group of Companies Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cambridgeshire,East of England,10049226,19/12/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC015266,SC015266,Active,Children's Home,Voluntary,The Chartwell Group of Companies Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cambridgeshire,East of England,10049266,12/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC016697,SC016697,Active,Children's Home,Private,Chances CCFSS Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Gloucestershire,South West,10049350,08/11/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC019441,SC019441,Active,Children's Home,Voluntary,Jubilee House Care Trust Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hertfordshire,East of England,10049276,04/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020133,SC020133,Active,Children's Home,Private,Arnfield Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derbyshire,East Midlands,10049258,15/11/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020151,SC020151,Active,Children's Home,Private,Country Care Childrens Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derbyshire,East Midlands,10049284,08/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020193,SC020193,Active,"Residential special school registered as a children's home
",Private,The SENAD Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derbyshire,East Midlands,10056238,24/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020545,SC020545,Active,Children's Home,Private,Castle Homes Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Telford & Wrekin,West Midlands,10049275,20/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020595,SC020595,Active,Children's Home,Private,Family Care Associates Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10049233,14/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020606,SC020606,Active,Children's Home,Private,New Horizons Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10049353,21/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020607,SC020607,Active,Children's Home,Private,New Horizons Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10082417,13/12/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020607,SC020607,Active,Children's Home,Private,New Horizons Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10082761,26/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020608,SC020608,Active,Children's Home,Private,New Horizons Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10049355,13/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020610,SC020610,Active,Children's Home,Private,New Horizons Childcare Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10049356,21/12/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020675,SC020675,Active,Children's Home,Voluntary,Action For Children,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10049263,04/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020682,SC020682,Resigned,Children's Home,Voluntary,Royal Mencap Society,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10082637,06/11/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC020859,SC020859,Active,Children's Home,Private,Progress Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Walsall,West Midlands,10051437,17/12/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC021679,SC021679,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Manchester,North West,10049244,02/11/2018,Full inspection,Good,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC021684,SC021684,Active,Children's Home,Private,Social Care Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Manchester,North West,10049366,04/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC022440,SC022440,Active,Children's Home,Private,PIC Children's Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10049346,23/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC022442,SC022442,Active,Children's Home,Private,PIC Children's Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10049347,07/12/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC022448,SC022448,Active,Secure children's home,Voluntary,Nugent Care,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10043454,22/11/2018,Full inspection,Requires improvement to be good,Inadequate,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC023636,SC023636,Active,Children's Home,Voluntary,Institute of Integrated Systemic Therapy,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049365,15/11/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC023637,SC023637,Active,Children's Home,Private,Ferndearle Child Care Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049343,25/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC023651,SC023651,Active,Children's Home,Private,Little Acorns London Beach Farm Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049242,08/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC023740,SC023740,Active,Children's Home,Private,Ethelbert Specialist Homes Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049342,06/12/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC024089,SC024089,Active,Children's Home,Private,Esland South Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10049321,30/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025409,SC025409,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Liverpool,North West,10084695,19/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025409,SC025409,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Liverpool,North West,10082724,25/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025664,SC025664,Active,Children's Home,Private,Ownlife Limited 02932099,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lewisham,London,10049328,30/11/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025700,SC025700,Active,Children's Home,Voluntary,Institute of Integrated Systemic Therapy,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10049954,11/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025713,SC025713,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049277,20/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025714,SC025714,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049280,30/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025715,SC025715,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049289,14/11/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025718,SC025718,Active,Children's Home,Voluntary,Break,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10049247,01/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025720,SC025720,Active,Children's Home,Voluntary,Break,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10049373,27/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025739,SC025739,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049271,28/11/2018,Full inspection,Good,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025744,SC025744,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049238,13/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025745,SC025745,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049243,07/11/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC025747,SC025747,Active,Children's Home,Voluntary,The Together Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Stockport,North West,10049236,24/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC026910,SC026910,Active,"Residential special school registered as a children's home
",Private,Cambian Autism Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Dorset,South West,10049381,24/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC026991,SC026991,Active,Children's Home,Private,Keys Child Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10049272,17/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC028174,SC028174,Active,Children's Home,Private,Direct Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lincolnshire,East Midlands,10049385,10/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC028526,SC028526,Active,Children's Home,Private,Anderida Adolescent Care,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Sussex,South East,10049389,08/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC028599,SC028599,Active,Children's Home,Private,Children and Family Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Luton,East of England,10049392,30/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC028905,SC028905,Active,Children's Home,Local Authority,Staffordshire County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10085512,19/11/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC028905,SC028905,Active,Children's Home,Local Authority,Staffordshire County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10086497,20/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC029078,SC029078,Active,Children's Home,Private,Owned by an individual,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Medway,South East,10049394,12/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC029865,SC029865,Active,Children's Home,Private,My Choice Children's Homes Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Sussex,South East,10049419,31/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC030439,SC030439,Active,Children's Home,Local Authority,Somerset County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Somerset,South West,10068652,04/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC030677,SC030677,Active,Children's Home,Local Authority,West Berkshire Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Berkshire,South East,10049754,05/12/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC030967,SC030967,Active,Children's Home,Local Authority,Hartlepool Borough Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hartlepool Borough,"North East, Yorkshire and The Humber",10049441,07/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
